movie,platform,review_text,date,year,rating,clean_text
Titanic,letterboxd,"My gf threw this on and I thought it might be fun background noise while I did some work. Dear reader, the work was not completed. This movie absolutely owns.Incredible chemistry between Leo + Kate. Beautiful love story. Great sense of the ship as an ecosystem, full of detail about how it operates before and during the sinking. Countless indelible images and memorable moments. Billy Zane chewing scenery. I'm sorry I ever made fun of this movie, I take it all back, GOD CAMERON!!!!!",14 Mar 2021,2021,★★★★★,my gf threw this on and i thought it might be fun background noise while i did some work dear reader the work was not completed this movie absolutely ownsincredible chemistry between leo kate beautiful love story great sense of the ship as an ecosystem full of detail about how it operates before and during the sinking countless indelible images and memorable moments billy zane chewing scenery im sorry i ever made fun of this movie i take it all back god cameron
Titanic,letterboxd,"Boat hits iceberg and sinks. Worth three hours of your precious time? No, not really.",1 Jan 2012,2012,★,boat hits iceberg and sinks worth three hours of your precious time no not really
Titanic,letterboxd,Am I the only one who didn‘t spill a single tear when leo died but almost burst into tears during that one shot of the elderly couple hugging in bed while the ship‘s sinking???,12 Sept 2018,2018,★★★½,am i the only one who didnt spill a single tear when leo died but almost burst into tears during that one shot of the elderly couple hugging in bed while the ships sinking
Titanic,letterboxd,Jaime Decided To Watch Titanic As Many Times As Possible In A 24-Hour Period ― Watch #6This is going to be my last watch so here are some miscellaneous thoughts:• Kate Winslet is so good in this. That moment when Cal gives her the necklace and you can see on her face that she regrets not jumping is so heartbreaking. I don't think she was the best in her category that year but I do think she's better…more,09 Aug 2020,2020,★★★★★,jaime decided to watch titanic as many times as possible in a 24hour period watch is going to be my last watch so here are some miscellaneous thoughts kate winslet is so good in this that moment when cal gives her the necklace and you can see on her face that she regrets not jumping is so heartbreaking i dont think she was the best in her category that year but i do think shes bettermore
Titanic,letterboxd,"Every night in my dreamsI see you, I feel youThat is how I know you go on...",22 Jun 2020,2020,★★★★★,every night in my dreamsi see you i feel youthat is how i know you go on
Titanic,letterboxd,"""He exists now... only in my memory.""Still I think works better as a romance between an engineer and the great big things we build in hopes of expanding the future (as noted on mylast watch) but the sensory overload of finally seeing this in a theatre definitely helped me get swept up into its melodrama gestures this time around. It was kind of amazing to hear an audience viscerally react to this at the right moments, laughter obviously…more",14 Feb 2020,2020,★★★★,he exists now only in my memorystill i think works better as a romance between an engineer and the great big things we build in hopes of expanding the future as noted on mylast watch but the sensory overload of finally seeing this in a theatre definitely helped me get swept up into its melodrama gestures this time around it was kind of amazing to hear an audience viscerally react to this at the right moments laughter obviouslymore
Titanic,letterboxd,"i was doing so well until “gentlemen, it has been a privilege playing with you tonight” at which point i proceeded to sob violently for the remaining 45 minutes",05 Mar 2023,2023,★★★★★,i was doing so well until gentlemen it has been a privilege playing with you tonight at which point i proceeded to sob violently for the remaining 45 minutes
Titanic,letterboxd,"They showed this at Videology before trivia (yes, I get to trivia more than three hours before it begins) and by the end of the movie there was a packed house that was cheering and applauding the last scene (which I maintain is the reason the film became such a phenomenon with people re-watching it theaters over and over again).This movie is the best.",15 Apr 2014,2014,★★★★★,they showed this at videology before trivia yes i get to trivia more than three hours before it begins and by the end of the movie there was a packed house that was cheering and applauding the last scene which i maintain is the reason the film became such a phenomenon with people rewatching it theaters over and over againthis movie is the best
Titanic,letterboxd,I hate myself for not being a romantic but fabrizio and the little orchestra men made me a million times more emotional than jack and rose ever could I literally had to pause it and wail into the darkness for like 4 minutes,27 Sep 2017,2017,★★★★★,i hate myself for not being a romantic but fabrizio and the little orchestra men made me a million times more emotional than jack and rose ever could i literally had to pause it and wail into the darkness for like 4 minutes
Titanic,letterboxd,UMM there’s this scene where this man is talking to the captain about how the sea is really smooth but it’s gonna make the “bergs” harder to see (or something else because that doesn’t sound right) and the captain goes “mmm” and the camera looks down and he’s stirring his tea around really ominously and guys ... it’s .... Get Out. GET OUT. OF THE BOAT. GET OUT OF THE BOAT. GET OUT (2017) OF THE FUCKING BOAT,01 Feb 2018,2018,★★★★★,umm theres this scene where this man is talking to the captain about how the sea is really smooth but its gonna make the bergs harder to see or something else because that doesnt sound right and the captain goes mmm and the camera looks down and hes stirring his tea around really ominously and guys its get out get out of the boat get out of the boat get out 2017 of the fucking boat
Titanic,letterboxd,tag yourself i'm the iceberg,27 Aug 2016,2016,★★★★½,tag yourself im the iceberg
Titanic,letterboxd,"The way old Rose threw that necklace in the ocean has me cackling, she said “yeet” and meant it",27 May 2024,2024,★★★★★,the way old rose threw that necklace in the ocean has me cackling she said yeet and meant it
